reading datetime,discharge(cubic feet per second)
1995-03-26 00:00:00,144
1995-03-27 00:00:00,107
1995-03-28 00:00:00,110
1995-03-29 00:00:00,125
1995-03-30 00:00:00,90.0
1995-03-31 00:00:00,95.0
1995-04-01 00:00:00,117
1995-04-02 00:00:00,125
1995-04-03 00:00:00,85.0
1995-04-04 00:00:00,81.0
1995-04-05 00:00:00,97.0
1995-04-06 00:00:00,108
1995-04-07 00:00:00,80.0
1995-04-08 00:00:00,88.0
1995-04-09 00:00:00,120
1995-04-10 00:00:00,90.0
1995-04-11 00:00:00,80.0
1995-04-12 00:00:00,75.0
1995-04-13 00:00:00,84.0
1995-04-14 00:00:00,121
1995-04-15 00:00:00,133
1995-04-16 00:00:00,79.0
1995-04-17 00:00:00,80.0
1995-04-18 00:00:00,93.0
1995-04-19 00:00:00,109
1995-04-20 00:00:00,133
1995-04-21 00:00:00,141
1995-04-22 00:00:00,150
1995-04-23 00:00:00,154
1995-04-24 00:00:00,149
1995-04-25 00:00:00,142
1995-04-26 00:00:00,145
1995-04-27 00:00:00,132
1995-04-28 00:00:00,130
1995-04-29 00:00:00,143
1995-04-30 00:00:00,145
1995-05-01 00:00:00,144
1995-05-02 00:00:00,142
1995-05-03 00:00:00,139
1995-05-04 00:00:00,136
1995-05-05 00:00:00,133
1995-05-06 00:00:00,131
1995-05-07 00:00:00,128
1995-05-08 00:00:00,118
1995-05-09 00:00:00,114
1995-05-10 00:00:00,128
1995-05-11 00:00:00,166
1995-05-12 00:00:00,177
1995-05-13 00:00:00,173
1995-05-14 00:00:00,166
1995-05-15 00:00:00,169
1995-05-16 00:00:00,164
1995-05-17 00:00:00,167
1995-05-18 00:00:00,163
1995-05-19 00:00:00,152
1995-05-20 00:00:00,141
1995-05-21 00:00:00,132
1995-05-22 00:00:00,125
1995-05-23 00:00:00,114
1995-05-24 00:00:00,127
1995-05-25 00:00:00,141
1995-05-26 00:00:00,149
1995-05-27 00:00:00,146
1995-05-28 00:00:00,144
1995-05-29 00:00:00,156
1995-05-30 00:00:00,168
1995-05-31 00:00:00,164
1995-06-01 00:00:00,159
1995-06-02 00:00:00,159
1995-06-03 00:00:00,157
1995-06-04 00:00:00,149
1995-06-05 00:00:00,140
1995-06-06 00:00:00,132
1995-06-07 00:00:00,123
1995-06-08 00:00:00,117
1995-06-09 00:00:00,102
1995-06-10 00:00:00,101
1995-06-11 00:00:00,97.0
1995-06-12 00:00:00,97.0
1995-06-13 00:00:00,90.0
1995-06-14 00:00:00,86.0
1995-06-15 00:00:00,79.0
1995-06-16 00:00:00,73.0
1995-06-17 00:00:00,64.0
1995-06-18 00:00:00,59.0
1995-06-19 00:00:00,55.0
1995-06-20 00:00:00,55.0
1995-06-21 00:00:00,49.0
1995-06-22 00:00:00,44.0
1995-06-23 00:00:00,42.0
1995-06-24 00:00:00,42.0
1995-06-25 00:00:00,48.0
1995-06-26 00:00:00,62.0
1995-06-27 00:00:00,75.0
1995-06-28 00:00:00,108
1995-06-29 00:00:00,131
1995-06-30 00:00:00,130
1995-07-01 00:00:00,127
1995-07-02 00:00:00,118
1995-07-03 00:00:00,107
1995-07-04 00:00:00,104
1995-07-05 00:00:00,110
1995-07-06 00:00:00,107
1995-07-07 00:00:00,102
1995-07-08 00:00:00,101
1995-07-09 00:00:00,98.0
1995-07-10 00:00:00,97.0
1995-07-11 00:00:00,93.0
1995-07-12 00:00:00,81.0
1995-07-13 00:00:00,74.0
1995-07-14 00:00:00,73.0
1995-07-15 00:00:00,80.0
1995-07-16 00:00:00,98.0
1995-07-17 00:00:00,120
1995-07-18 00:00:00,118
1995-07-19 00:00:00,113
1995-07-20 00:00:00,111
1995-07-21 00:00:00,125
1995-07-22 00:00:00,126
1995-07-23 00:00:00,135
1995-07-24 00:00:00,135
1995-07-25 00:00:00,134
1995-07-26 00:00:00,127
1995-07-27 00:00:00,121
1995-07-28 00:00:00,114
1995-07-29 00:00:00,110
1995-07-30 00:00:00,110
1995-07-31 00:00:00,104
1995-08-01 00:00:00,106
1995-08-02 00:00:00,132
1995-08-03 00:00:00,192
1995-08-04 00:00:00,213
1995-08-05 00:00:00,213
1995-08-06 00:00:00,209
1995-08-07 00:00:00,189
1995-08-08 00:00:00,172
1995-08-09 00:00:00,165
1995-08-10 00:00:00,163
1995-08-11 00:00:00,154
1995-08-12 00:00:00,148
1995-08-13 00:00:00,137
1995-08-14 00:00:00,133
1995-08-15 00:00:00,134
1995-08-16 00:00:00,123
1995-08-17 00:00:00,127
1995-08-18 00:00:00,136
1995-08-19 00:00:00,135
1995-08-20 00:00:00,128
1995-08-21 00:00:00,118
1995-08-22 00:00:00,112
1995-08-23 00:00:00,103
1995-08-24 00:00:00,102
1995-08-25 00:00:00,91.0
1995-08-26 00:00:00,85.0
1995-08-27 00:00:00,84.0
1995-08-28 00:00:00,77.0
1995-08-29 00:00:00,76.0
1995-08-30 00:00:00,68.0
1995-08-31 00:00:00,65.0
1995-09-01 00:00:00,63.0
1995-09-02 00:00:00,59.0
1995-09-03 00:00:00,56.0
1995-09-04 00:00:00,54.0
1995-09-05 00:00:00,52.0
1995-09-06 00:00:00,51.0
1995-09-07 00:00:00,57.0
1995-09-08 00:00:00,58.0
1995-09-09 00:00:00,54.0
1995-09-10 00:00:00,50.0
1995-09-11 00:00:00,46.0
1995-09-12 00:00:00,45.0
1995-09-13 00:00:00,45.0
1995-09-14 00:00:00,46.0
1995-09-15 00:00:00,44.0
1995-09-16 00:00:00,42.0
1995-09-17 00:00:00,45.0
1995-09-18 00:00:00,43.0
1995-09-19 00:00:00,45.0
1995-09-20 00:00:00,49.0
1995-09-21 00:00:00,52.0
1995-09-22 00:00:00,56.0
1995-09-23 00:00:00,58.0
1995-09-24 00:00:00,57.0
1995-09-25 00:00:00,56.0
1995-09-26 00:00:00,55.0
1995-09-27 00:00:00,55.0
1995-09-28 00:00:00,54.0
1995-09-29 00:00:00,52.0
1995-09-30 00:00:00,50.0
1995-10-01 00:00:00,47.0
1995-10-02 00:00:00,48.0
1995-10-03 00:00:00,60.0
1995-10-04 00:00:00,71.0
1995-10-05 00:00:00,85.0
1995-10-06 00:00:00,101
1995-10-07 00:00:00,103
1995-10-08 00:00:00,99.0
1995-10-09 00:00:00,91.0
1995-10-10 00:00:00,87.0
1995-10-11 00:00:00,84.0
1995-10-12 00:00:00,83.0
1995-10-13 00:00:00,83.0
1995-10-14 00:00:00,80.0
1995-10-15 00:00:00,77.0
1995-10-16 00:00:00,76.0
1995-10-17 00:00:00,75.0
1995-10-18 00:00:00,79.0
1995-10-19 00:00:00,81.0
1995-10-20 00:00:00,88.0
1995-10-21 00:00:00,96.0
1995-10-22 00:00:00,99.0
1995-10-23 00:00:00,96.0
1995-10-24 00:00:00,87.0
1995-10-25 00:00:00,91.0
1995-10-26 00:00:00,87.0
1995-10-27 00:00:00,107
1995-10-28 00:00:00,126
1995-10-29 00:00:00,126
1995-10-30 00:00:00,121
1995-10-31 00:00:00,119
1995-11-01 00:00:00,118
1995-11-02 00:00:00,144
1995-11-03 00:00:00,159
1995-11-04 00:00:00,168
1995-11-05 00:00:00,166
1995-11-06 00:00:00,235
1995-11-07 00:00:00,288
1995-11-08 00:00:00,285
1995-11-09 00:00:00,290
1995-11-10 00:00:00,334
1995-11-11 00:00:00,325
1995-11-12 00:00:00,323
1995-11-13 00:00:00,303
1995-11-14 00:00:00,301
1995-11-15 00:00:00,297
1995-11-16 00:00:00,292
1995-11-17 00:00:00,265
1995-11-18 00:00:00,225
1995-11-19 00:00:00,204
1995-11-20 00:00:00,239
1995-11-21 00:00:00,231
1995-11-22 00:00:00,205
1995-11-23 00:00:00,194
1995-11-24 00:00:00,183
1995-11-25 00:00:00,176
1995-11-26 00:00:00,172
1995-11-27 00:00:00,174
1995-11-28 00:00:00,186
1995-11-29 00:00:00,220
1995-11-30 00:00:00,227
1995-12-01 00:00:00,209
1995-12-02 00:00:00,192
1995-12-03 00:00:00,183
1995-12-04 00:00:00,207
1995-12-05 00:00:00,205
1995-12-06 00:00:00,193
1995-12-07 00:00:00,189
1995-12-08 00:00:00,187
1995-12-09 00:00:00,191
1995-12-10 00:00:00,188
1995-12-11 00:00:00,185
1995-12-12 00:00:00,182
1995-12-13 00:00:00,181
1995-12-14 00:00:00,180
1995-12-15 00:00:00,180
1995-12-16 00:00:00,180
1995-12-17 00:00:00,179
1995-12-18 00:00:00,179
1995-12-19 00:00:00,178
1995-12-20 00:00:00,177
1995-12-21 00:00:00,176
1995-12-22 00:00:00,174
1995-12-23 00:00:00,172
1995-12-24 00:00:00,171
1995-12-25 00:00:00,168
1995-12-26 00:00:00,166
1995-12-27 00:00:00,165
1995-12-28 00:00:00,163
1995-12-29 00:00:00,161
1995-12-30 00:00:00,160
1995-12-31 00:00:00,158
1996-01-01 00:00:00,156
1996-01-02 00:00:00,155
1996-01-03 00:00:00,116
1996-01-04 00:00:00,94.0
1996-01-05 00:00:00,94.0
1996-01-06 00:00:00,94.0
1996-01-07 00:00:00,94.0
1996-01-08 00:00:00,93.0
1996-01-09 00:00:00,90.0
1996-01-10 00:00:00,90.0
1996-01-11 00:00:00,90.0
1996-01-12 00:00:00,91.0
1996-01-13 00:00:00,90.0
1996-01-14 00:00:00,88.0
1996-01-15 00:00:00,87.0
1996-01-16 00:00:00,87.0
1996-01-17 00:00:00,87.0
1996-01-18 00:00:00,88.0
1996-01-19 00:00:00,91.0
1996-01-20 00:00:00,96.0
1996-01-21 00:00:00,104
1996-01-22 00:00:00,98.0
1996-01-23 00:00:00,94.0
1996-01-24 00:00:00,116
1996-01-25 00:00:00,131
1996-01-26 00:00:00,131
1996-01-27 00:00:00,132
1996-01-28 00:00:00,133
1996-01-29 00:00:00,136
1996-01-30 00:00:00,118
1996-01-31 00:00:00,106
1996-02-01 00:00:00,108
1996-02-02 00:00:00,108
1996-02-03 00:00:00,108
1996-02-04 00:00:00,107
1996-02-05 00:00:00,106
1996-02-06 00:00:00,104
1996-02-07 00:00:00,96.0
1996-02-08 00:00:00,95.0
1996-02-09 00:00:00,88.0
1996-02-10 00:00:00,85.0
1996-02-11 00:00:00,85.0
1996-02-12 00:00:00,85.0
1996-02-13 00:00:00,89.0
1996-02-14 00:00:00,88.0
1996-02-15 00:00:00,87.0
1996-02-16 00:00:00,89.0
1996-02-17 00:00:00,90.0
1996-02-18 00:00:00,93.0
1996-02-19 00:00:00,93.0
1996-02-20 00:00:00,87.0
1996-02-21 00:00:00,88.0
1996-02-22 00:00:00,70.0
1996-02-23 00:00:00,55.0
1996-02-24 00:00:00,63.0
1996-02-25 00:00:00,85.0
1996-02-26 00:00:00,105
1996-02-27 00:00:00,129
1996-02-28 00:00:00,152
1996-02-29 00:00:00,144
1996-03-01 00:00:00,140
1996-03-02 00:00:00,141
1996-03-03 00:00:00,138
1996-03-04 00:00:00,136
1996-03-05 00:00:00,142
1996-03-06 00:00:00,143
1996-03-07 00:00:00,141
1996-03-08 00:00:00,139
1996-03-09 00:00:00,135
1996-03-10 00:00:00,132
1996-03-11 00:00:00,130
1996-03-12 00:00:00,129
1996-03-13 00:00:00,132
1996-03-14 00:00:00,136
1996-03-15 00:00:00,133
1996-03-16 00:00:00,134
1996-03-17 00:00:00,139
1996-03-18 00:00:00,142
1996-03-19 00:00:00,152
1996-03-20 00:00:00,155
1996-03-21 00:00:00,150
1996-03-22 00:00:00,145
1996-03-23 00:00:00,140
1996-03-24 00:00:00,140
1996-03-25 00:00:00,130
1996-03-26 00:00:00,120
1996-03-27 00:00:00,115
1996-03-28 00:00:00,110
1996-03-29 00:00:00,110
1996-03-30 00:00:00,105
1996-03-31 00:00:00,105
1996-04-01 00:00:00,100
1996-04-02 00:00:00,98.0
1996-04-03 00:00:00,96.0
1996-04-04 00:00:00,94.0
1996-04-05 00:00:00,92.0
1996-04-06 00:00:00,90.0
1996-04-07 00:00:00,85.0
1996-04-08 00:00:00,80.0
1996-04-09 00:00:00,77.0
1996-04-10 00:00:00,75.0
1996-04-11 00:00:00,74.0
1996-04-12 00:00:00,80.0
1996-04-13 00:00:00,90.0
1996-04-14 00:00:00,97.0
1996-04-15 00:00:00,100
1996-04-16 00:00:00,70.0
1996-04-17 00:00:00,69.0
1996-04-18 00:00:00,86.0
1996-04-19 00:00:00,42.0
1996-04-20 00:00:00,38.0
1996-04-21 00:00:00,89.0
1996-04-22 00:00:00,74.0
1996-04-23 00:00:00,97.0
1996-04-24 00:00:00,120
1996-04-25 00:00:00,131
1996-04-26 00:00:00,140
1996-04-27 00:00:00,139
1996-04-28 00:00:00,139
1996-04-29 00:00:00,146
1996-04-30 00:00:00,158
1996-05-01 00:00:00,171
1996-05-02 00:00:00,167
1996-05-03 00:00:00,161
1996-05-04 00:00:00,157
1996-05-05 00:00:00,150
1996-05-06 00:00:00,142
1996-05-07 00:00:00,137
1996-05-08 00:00:00,135
1996-05-09 00:00:00,140
1996-05-10 00:00:00,170
1996-05-11 00:00:00,199
1996-05-12 00:00:00,206
1996-05-13 00:00:00,166
1996-05-14 00:00:00,156
1996-05-15 00:00:00,176
1996-05-16 00:00:00,193
1996-05-17 00:00:00,196
1996-05-18 00:00:00,178
1996-05-19 00:00:00,163
1996-05-20 00:00:00,152
1996-05-21 00:00:00,189
1996-05-22 00:00:00,204
1996-05-23 00:00:00,213
1996-05-24 00:00:00,211
1996-05-25 00:00:00,192
1996-05-26 00:00:00,183
1996-05-27 00:00:00,176
1996-05-28 00:00:00,172
1996-05-29 00:00:00,165
1996-05-30 00:00:00,156
1996-05-31 00:00:00,147
1996-06-01 00:00:00,136
1996-06-02 00:00:00,130
1996-06-03 00:00:00,122
1996-06-04 00:00:00,116
1996-06-05 00:00:00,113
1996-06-06 00:00:00,123
1996-06-07 00:00:00,138
1996-06-08 00:00:00,143
1996-06-09 00:00:00,150
1996-06-10 00:00:00,156
1996-06-11 00:00:00,162
1996-06-12 00:00:00,164
1996-06-13 00:00:00,166
1996-06-14 00:00:00,169
1996-06-15 00:00:00,169
1996-06-16 00:00:00,167
1996-06-17 00:00:00,165
1996-06-18 00:00:00,223
1996-06-19 00:00:00,317
1996-06-20 00:00:00,380
1996-06-21 00:00:00,419
1996-06-22 00:00:00,418
1996-06-23 00:00:00,385
1996-06-24 00:00:00,383
1996-06-25 00:00:00,365
1996-06-26 00:00:00,340
1996-06-27 00:00:00,314
1996-06-28 00:00:00,295
1996-06-29 00:00:00,270
1996-06-30 00:00:00,254
1996-07-01 00:00:00,237
1996-07-02 00:00:00,220
1996-07-03 00:00:00,203
1996-07-04 00:00:00,183
1996-07-05 00:00:00,168
1996-07-06 00:00:00,158
1996-07-07 00:00:00,141
1996-07-08 00:00:00,124
1996-07-09 00:00:00,119
1996-07-10 00:00:00,113
1996-07-11 00:00:00,99.0
1996-07-12 00:00:00,93.0
1996-07-13 00:00:00,83.0
1996-07-14 00:00:00,72.0
1996-07-15 00:00:00,71.0
1996-07-16 00:00:00,65.0
1996-07-17 00:00:00,65.0
1996-07-18 00:00:00,70.0
1996-07-19 00:00:00,87.0
1996-07-20 00:00:00,85.0
1996-07-21 00:00:00,79.0
1996-07-22 00:00:00,78.0
1996-07-23 00:00:00,71.0
1996-07-24 00:00:00,56.0
1996-07-25 00:00:00,59.0
1996-07-26 00:00:00,63.0
1996-07-27 00:00:00,64.0
1996-07-28 00:00:00,62.0
1996-07-29 00:00:00,63.0
1996-07-30 00:00:00,77.0
1996-07-31 00:00:00,85.0
1996-08-01 00:00:00,88.0
1996-08-02 00:00:00,88.0
1996-08-03 00:00:00,86.0
1996-08-04 00:00:00,78.0
1996-08-05 00:00:00,71.0
1996-08-06 00:00:00,67.0
1996-08-07 00:00:00,61.0
1996-08-08 00:00:00,59.0
1996-08-09 00:00:00,53.0
1996-08-10 00:00:00,53.0
1996-08-11 00:00:00,48.0
1996-08-12 00:00:00,46.0
1996-08-13 00:00:00,50.0
1996-08-14 00:00:00,50.0
1996-08-15 00:00:00,50.0
1996-08-16 00:00:00,49.0
1996-08-17 00:00:00,49.0
1996-08-18 00:00:00,49.0
1996-08-19 00:00:00,49.0
1996-08-20 00:00:00,51.0
1996-08-21 00:00:00,55.0
1996-08-22 00:00:00,52.0
1996-08-23 00:00:00,63.0
1996-08-24 00:00:00,61.0
1996-08-25 00:00:00,54.0
1996-08-26 00:00:00,52.0
1996-08-27 00:00:00,50.0
1996-08-28 00:00:00,47.0
1996-08-29 00:00:00,46.0
1996-08-30 00:00:00,46.0
1996-08-31 00:00:00,45.0
1996-09-01 00:00:00,44.0
1996-09-02 00:00:00,43.0
1996-09-03 00:00:00,41.0
1996-09-04 00:00:00,41.0
1996-09-05 00:00:00,40.0
1996-09-06 00:00:00,39.0
1996-09-07 00:00:00,44.0
1996-09-08 00:00:00,54.0
1996-09-09 00:00:00,76.0
1996-09-10 00:00:00,77.0
1996-09-11 00:00:00,73.0
1996-09-12 00:00:00,68.0
1996-09-13 00:00:00,64.0
1996-09-14 00:00:00,61.0
1996-09-15 00:00:00,66.0
1996-09-16 00:00:00,68.0
1996-09-17 00:00:00,66.0
1996-09-18 00:00:00,62.0
1996-09-19 00:00:00,60.0
1996-09-20 00:00:00,57.0
1996-09-21 00:00:00,57.0
1996-09-22 00:00:00,71.0
1996-09-23 00:00:00,87.0
1996-09-24 00:00:00,89.0
1996-09-25 00:00:00,83.0
1996-09-26 00:00:00,79.0
1996-09-27 00:00:00,90.0
1996-09-28 00:00:00,111
1996-09-29 00:00:00,112
1996-09-30 00:00:00,102
1996-10-01 00:00:00,92.0
1996-10-02 00:00:00,88.0
1996-10-03 00:00:00,84.0
1996-10-04 00:00:00,79.0
1996-10-05 00:00:00,78.0
1996-10-06 00:00:00,76.0
1996-10-07 00:00:00,79.0
1996-10-08 00:00:00,79.0
1996-10-09 00:00:00,79.0
1996-10-10 00:00:00,79.0
1996-10-11 00:00:00,73.0
1996-10-12 00:00:00,69.0
1996-10-13 00:00:00,67.0
1996-10-14 00:00:00,68.0
1996-10-15 00:00:00,63.0
1996-10-16 00:00:00,62.0
1996-10-17 00:00:00,61.0
1996-10-18 00:00:00,67.0
1996-10-19 00:00:00,71.0
1996-10-20 00:00:00,68.0
1996-10-21 00:00:00,66.0
1996-10-22 00:00:00,65.0
1996-10-23 00:00:00,75.0
1996-10-24 00:00:00,82.0
1996-10-25 00:00:00,83.0
1996-10-26 00:00:00,80.0
1996-10-27 00:00:00,75.0
1996-10-28 00:00:00,74.0
1996-10-29 00:00:00,78.0
1996-10-30 00:00:00,98.0
1996-10-31 00:00:00,160
1996-11-01 00:00:00,168
1996-11-02 00:00:00,139
1996-11-03 00:00:00,121
1996-11-04 00:00:00,163
1996-11-05 00:00:00,232
1996-11-06 00:00:00,208
1996-11-07 00:00:00,193
1996-11-08 00:00:00,219
1996-11-09 00:00:00,224
1996-11-10 00:00:00,218
1996-11-11 00:00:00,203
1996-11-12 00:00:00,254
1996-11-13 00:00:00,226
1996-11-14 00:00:00,220
1996-11-15 00:00:00,212
1996-11-16 00:00:00,164
1996-11-17 00:00:00,151
1996-11-18 00:00:00,211
1996-11-19 00:00:00,211
1996-11-20 00:00:00,186
1996-11-21 00:00:00,175
1996-11-22 00:00:00,218
1996-11-23 00:00:00,213
1996-11-24 00:00:00,193
1996-11-25 00:00:00,216
1996-11-26 00:00:00,221
1996-11-27 00:00:00,237
1996-11-28 00:00:00,227
1996-11-29 00:00:00,193
1996-11-30 00:00:00,180
1996-12-01 00:00:00,180
1996-12-02 00:00:00,188
1996-12-03 00:00:00,189
1996-12-04 00:00:00,184
1996-12-05 00:00:00,181
1996-12-06 00:00:00,179
1996-12-07 00:00:00,176
1996-12-08 00:00:00,175
1996-12-09 00:00:00,173
1996-12-10 00:00:00,167
1996-12-11 00:00:00,171
1996-12-12 00:00:00,171
1996-12-13 00:00:00,182
1996-12-14 00:00:00,188
1996-12-15 00:00:00,186
1996-12-16 00:00:00,184
1996-12-17 00:00:00,187
1996-12-18 00:00:00,183
1996-12-19 00:00:00,180
1996-12-20 00:00:00,171
1996-12-21 00:00:00,163
1996-12-22 00:00:00,157
1996-12-23 00:00:00,164
1996-12-24 00:00:00,200
1996-12-25 00:00:00,214
1996-12-26 00:00:00,214
1996-12-27 00:00:00,207
1996-12-28 00:00:00,195
1996-12-29 00:00:00,189
1996-12-30 00:00:00,186
1996-12-31 00:00:00,182
1997-01-01 00:00:00,178
1997-01-02 00:00:00,177
1997-01-03 00:00:00,179
1997-01-04 00:00:00,183
1997-01-05 00:00:00,188
1997-01-06 00:00:00,191
1997-01-07 00:00:00,187
1997-01-08 00:00:00,178
1997-01-09 00:00:00,173
1997-01-10 00:00:00,168
1997-01-11 00:00:00,158
1997-01-12 00:00:00,154
1997-01-13 00:00:00,149
1997-01-14 00:00:00,143
1997-01-15 00:00:00,142
1997-01-16 00:00:00,144
1997-01-17 00:00:00,137
1997-01-18 00:00:00,136
1997-01-19 00:00:00,133
1997-01-20 00:00:00,128
1997-01-21 00:00:00,127
1997-01-22 00:00:00,137
1997-01-23 00:00:00,153
1997-01-24 00:00:00,158
1997-01-25 00:00:00,157
1997-01-26 00:00:00,151
1997-01-27 00:00:00,147
1997-01-28 00:00:00,144
1997-01-29 00:00:00,138
1997-01-30 00:00:00,135
1997-01-31 00:00:00,131
1997-02-01 00:00:00,128
1997-02-02 00:00:00,126
1997-02-03 00:00:00,125
1997-02-04 00:00:00,131
1997-02-05 00:00:00,146
1997-02-06 00:00:00,154
1997-02-07 00:00:00,155
1997-02-08 00:00:00,154
1997-02-09 00:00:00,153
1997-02-10 00:00:00,153
1997-02-11 00:00:00,152
1997-02-12 00:00:00,152
1997-02-13 00:00:00,150
1997-02-14 00:00:00,148
1997-02-15 00:00:00,144
1997-02-16 00:00:00,143
1997-02-17 00:00:00,139
1997-02-18 00:00:00,136
1997-02-19 00:00:00,142
1997-02-20 00:00:00,154
1997-02-21 00:00:00,204
1997-02-22 00:00:00,249
1997-02-23 00:00:00,269
1997-02-24 00:00:00,265
1997-02-25 00:00:00,247
1997-02-26 00:00:00,233
1997-02-27 00:00:00,252
1997-02-28 00:00:00,268
1997-03-01 00:00:00,280
1997-03-02 00:00:00,280
1997-03-03 00:00:00,273
1997-03-04 00:00:00,259
1997-03-05 00:00:00,252
1997-03-06 00:00:00,247
1997-03-07 00:00:00,238
1997-03-08 00:00:00,232
1997-03-09 00:00:00,224
1997-03-10 00:00:00,223
1997-03-11 00:00:00,221
1997-03-12 00:00:00,160
1997-03-13 00:00:00,138
1997-03-14 00:00:00,149
1997-03-15 00:00:00,150
1997-03-16 00:00:00,198
1997-03-17 00:00:00,161
1997-03-18 00:00:00,136
1997-03-19 00:00:00,137
1997-03-20 00:00:00,132
1997-03-21 00:00:00,163
1997-03-22 00:00:00,182
1997-03-23 00:00:00,191
1997-03-24 00:00:00,124
1997-03-25 00:00:00,119
1997-03-26 00:00:00,133
1997-03-27 00:00:00,143
1997-03-28 00:00:00,170
1997-03-29 00:00:00,222
1997-03-30 00:00:00,268
1997-03-31 00:00:00,286
1997-04-01 00:00:00,278
1997-04-02 00:00:00,266
1997-04-03 00:00:00,252
1997-04-04 00:00:00,242
1997-04-05 00:00:00,242
1997-04-06 00:00:00,234
1997-04-07 00:00:00,233
1997-04-08 00:00:00,231
1997-04-09 00:00:00,218
1997-04-10 00:00:00,160
1997-04-11 00:00:00,132
1997-04-12 00:00:00,166
1997-04-13 00:00:00,179
1997-04-14 00:00:00,185
1997-04-15 00:00:00,185
1997-04-16 00:00:00,186
1997-04-17 00:00:00,185
1997-04-18 00:00:00,178
1997-04-19 00:00:00,171
1997-04-20 00:00:00,163
1997-04-21 00:00:00,154
1997-04-22 00:00:00,145
1997-04-23 00:00:00,138
1997-04-24 00:00:00,131
1997-04-25 00:00:00,123
1997-04-26 00:00:00,117
1997-04-27 00:00:00,111
1997-04-28 00:00:00,66.0
1997-04-29 00:00:00,58.0
1997-04-30 00:00:00,77.0
1997-05-01 00:00:00,85.0
1997-05-02 00:00:00,96.0
1997-05-03 00:00:00,116
1997-05-04 00:00:00,133
1997-05-05 00:00:00,144
1997-05-06 00:00:00,170
1997-05-07 00:00:00,174
1997-05-08 00:00:00,179
1997-05-09 00:00:00,173
1997-05-10 00:00:00,178
1997-05-11 00:00:00,179
1997-05-12 00:00:00,175
1997-05-13 00:00:00,171
1997-05-14 00:00:00,164
1997-05-15 00:00:00,161
1997-05-16 00:00:00,160
1997-05-17 00:00:00,164
1997-05-18 00:00:00,162
1997-05-19 00:00:00,227
1997-05-20 00:00:00,252
1997-05-21 00:00:00,267
1997-05-22 00:00:00,261
1997-05-23 00:00:00,249
1997-05-24 00:00:00,221
1997-05-25 00:00:00,225
1997-05-26 00:00:00,213
1997-05-27 00:00:00,200
1997-05-28 00:00:00,186
1997-05-29 00:00:00,188
1997-05-30 00:00:00,201
1997-05-31 00:00:00,206
1997-06-01 00:00:00,209
1997-06-02 00:00:00,204
1997-06-03 00:00:00,206
1997-06-04 00:00:00,201
1997-06-05 00:00:00,189
1997-06-06 00:00:00,183
1997-06-07 00:00:00,177
1997-06-08 00:00:00,171
1997-06-09 00:00:00,161
1997-06-10 00:00:00,154
1997-06-11 00:00:00,141
1997-06-12 00:00:00,142
1997-06-13 00:00:00,145
1997-06-14 00:00:00,131
1997-06-15 00:00:00,109
1997-06-16 00:00:00,101
1997-06-17 00:00:00,102
1997-06-18 00:00:00,99.0
1997-06-19 00:00:00,96.0
1997-06-20 00:00:00,99.0
1997-06-21 00:00:00,107
1997-06-22 00:00:00,120
1997-06-23 00:00:00,127
1997-06-24 00:00:00,130
1997-06-25 00:00:00,131
1997-06-26 00:00:00,136
1997-06-27 00:00:00,136
1997-06-28 00:00:00,133
1997-06-29 00:00:00,125
1997-06-30 00:00:00,115
1997-07-01 00:00:00,112
1997-07-02 00:00:00,122
1997-07-03 00:00:00,163
1997-07-04 00:00:00,165
1997-07-05 00:00:00,162
1997-07-06 00:00:00,154
1997-07-07 00:00:00,147
1997-07-08 00:00:00,134
1997-07-09 00:00:00,129
1997-07-10 00:00:00,115
1997-07-11 00:00:00,105
1997-07-12 00:00:00,99.0
1997-07-13 00:00:00,95.0
1997-07-14 00:00:00,88.0
1997-07-15 00:00:00,80.0
1997-07-16 00:00:00,72.0
1997-07-17 00:00:00,66.0
1997-07-18 00:00:00,61.0
1997-07-19 00:00:00,57.0
1997-07-20 00:00:00,54.0
1997-07-21 00:00:00,66.0
1997-07-22 00:00:00,80.0
1997-07-23 00:00:00,70.0
1997-07-24 00:00:00,63.0
1997-07-25 00:00:00,60.0
1997-07-26 00:00:00,95.0
1997-07-27 00:00:00,110
1997-07-28 00:00:00,100
1997-07-29 00:00:00,85.0
1997-07-30 00:00:00,75.0
1997-07-31 00:00:00,70.0
1997-08-01 00:00:00,68.0
1997-08-02 00:00:00,67.0
1997-08-03 00:00:00,62.0
1997-08-04 00:00:00,68.0
1997-08-05 00:00:00,67.0
1997-08-06 00:00:00,65.0
1997-08-07 00:00:00,63.0
1997-08-08 00:00:00,61.0
1997-08-09 00:00:00,59.0
1997-08-10 00:00:00,57.0
1997-08-11 00:00:00,60.0
1997-08-12 00:00:00,70.0
1997-08-13 00:00:00,88.0
1997-08-14 00:00:00,84.0
1997-08-15 00:00:00,82.0
1997-08-16 00:00:00,85.0
1997-08-17 00:00:00,88.0
1997-08-18 00:00:00,90.0
1997-08-19 00:00:00,85.0
1997-08-20 00:00:00,85.0
1997-08-21 00:00:00,91.0
1997-08-22 00:00:00,96.0
1997-08-23 00:00:00,95.0
1997-08-24 00:00:00,99.0
1997-08-25 00:00:00,100
1997-08-26 00:00:00,95.0
1997-08-27 00:00:00,92.0
1997-08-28 00:00:00,91.0
1997-08-29 00:00:00,85.0
1997-08-30 00:00:00,80.0
